timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ,rotX,rotY,rotZ,magX,magY,magZ
1763129339658,4.5942197,2.861816,7.3136625,-0.016187917,0.46318823,0.07834341,0.06967935,-0.28113458,-0.30866915,-25.66875,5.8875003,-19.050001
1763129339666,4.5942197,2.861816,7.3136625,-0.15378521,0.65698504,0.07849612,0.06967935,-0.28113458,-0.30866915,-25.66875,5.8875003,-19.050001
1763129339667,4.1988053,2.8570302,7.650452,-0.15378521,0.65698504,0.07849612,0.06967935,-0.28113458,-0.30866915,-25.66875,5.8875003,-19.050001
1763129339679,4.1988053,2.8570302,7.650452,-0.15378521,0.65698504,0.07849612,0.070169166,-0.27457178,-0.30770496,-25.66875,5.8875003,-19.050001
1763129339679,4.1988053,2.8570302,7.650452,-0.15378521,0.65698504,0.07849612,0.070169166,-0.27457178,-0.30770496,-24.393751,6.15,-22.087502
1763129339686,4.1988053,2.8570302,7.650452,-0.32574365,0.8439097,0.1273653,0.070169166,-0.27457178,-0.30770496,-24.393751,6.15,-22.087502
1763129339687,3.8560338,3.0993035,8.289934,-0.32574365,0.8439097,0.1273653,0.070169166,-0.27457178,-0.30770496,-24.393751,6.15,-22.087502
1763129339697,3.8560338,3.0993035,8.289934,-0.32574365,0.8439097,0.1273653,0.069485635,-0.26560965,-0.3066915,-24.393751,6.15,-22.087502
1763129339698,3.8560338,3.0993035,8.289934,-0.32574365,0.8439097,0.1273653,0.069485635,-0.26560965,-0.3066915,-24.093752,5.8875003,-22.3875
1763129339708,3.8560338,3.0993035,8.289934,-0.41645706,0.7980948,0.2197586,0.069485635,-0.26560965,-0.3066915,-24.093752,5.8875003,-22.3875
1763129339708,3.7220356,3.065804,8.744571,-0.41645706,0.7980948,0.2197586,0.069485635,-0.26560965,-0.3066915,-24.093752,5.8875003,-22.3875
1763129339717,3.7220356,3.065804,8.744571,-0.41645706,0.7980948,0.2197586,0.06754324,-0.25675598,-0.3052899,-24.093752,5.8875003,-22.3875
1763129339718,3.7220356,3.065804,8.744571,-0.41645706,0.7980948,0.2197586,0.06754324,-0.25675598,-0.3052899,-22.95,6.6562505,-21.9375
1763129339729,3.7220356,3.065804,8.744571,-0.2913825,0.60872674,0.3167334,0.06754324,-0.25675598,-0.3052899,-22.95,6.6562505,-21.9375
1763129339730,3.888935,2.8151557,8.94796,-0.2913825,0.60872674,0.3167334,0.06754324,-0.25675598,-0.3052899,-22.95,6.6562505,-21.9375
1763129339738,3.888935,2.8151557,8.94796,-0.2913825,0.60872674,0.3167334,0.06593549,-0.250114,-0.30273092,-22.95,6.6562505,-21.9375
1763129339739,3.888935,2.8151557,8.94796,-0.2913825,0.60872674,0.3167334,0.06593549,-0.250114,-0.30273092,-23.325,6.8625,-23.925001
1763129339750,3.888935,2.8151557,8.94796,-0.09758565,0.5378664,0.33857182,0.06593549,-0.250114,-0.30273092,-23.325,6.8625,-23.925001
1763129339751,4.0390844,2.6333013,8.872586,-0.09758565,0.5378664,0.33857182,0.06593549,-0.250114,-0.30273092,-23.325,6.8625,-23.925001
1763129339758,4.0390844,2.6333013,8.872586,-0.09758565,0.5378664,0.33857182,0.06586452,-0.24478458,-0.29935327,-23.325,6.8625,-23.925001
1763129339759,4.0390844,2.6333013,8.872586,-0.09758565,0.5378664,0.33857182,0.06586452,-0.24478458,-0.29935327,-23.94375,4.96875,-21.6375
1763129339771,4.0390844,2.6333013,8.872586,-0.03008509,0.5882628,0.3668243,0.06586452,-0.24478458,-0.29935327,-23.94375,4.96875,-21.6375
