timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ,rotX,rotY,rotZ,magX,magY,magZ
1763129347518,1.6893328,3.5090744,8.018947,0.19853105,0.47006044,0.1669188,0.16096246,-0.1338399,-0.30474165,-13.368751,7.3500004,-29.2875
1763129347518,1.6893328,3.5090744,8.018947,-0.050243627,0.6178897,0.12079851,0.16096246,-0.1338399,-0.30474165,-13.368751,7.3500004,-29.2875
1763129347519,1.6893328,3.5090744,8.018947,-0.050243627,0.6178897,0.12079851,0.16096246,-0.1338399,-0.30474165,-15.356251,8.212501,-25.706251
1763129347519,1.989632,3.5970106,8.398808,-0.050243627,0.6178897,0.12079851,0.16096246,-0.1338399,-0.30474165,-15.356251,8.212501,-25.706251
1763129347539,1.5427724,3.6430724,9.196814,-0.050243627,0.6178897,0.12079851,0.16096246,-0.1338399,-0.30474165,-15.356251,8.212501,-25.706251
1763129347539,1.5427724,3.6430724,9.196814,-0.24465135,0.62583095,0.027030766,0.16096246,-0.1338399,-0.30474165,-15.356251,8.212501,-25.706251
1763129347540,1.5427724,3.6430724,9.196814,-0.24465135,0.62583095,0.027030766,0.16056862,-0.12792884,-0.30197582,-15.356251,8.212501,-25.706251
1763129347541,1.5427724,3.6430724,9.196814,-0.24465135,0.62583095,0.027030766,0.16056862,-0.12792884,-0.30197582,-20.00625,4.275,-21.206251
1763129347557,1.5427724,3.6430724,9.196814,-0.24465135,0.62583095,0.027030766,0.16056862,-0.12792884,-0.30197582,-14.75625,4.65,-27.018751
1763129347558,1.5427724,3.6430724,9.196814,-0.21044292,0.26664248,-0.011148282,0.16056862,-0.12792884,-0.30197582,-14.75625,4.65,-27.018751
1763129347558,1.5427724,3.6430724,9.196814,-0.21044292,0.26664248,-0.011148282,0.15917276,-0.12484369,-0.30161777,-14.75625,4.65,-27.018751
1763129347559,1.1563315,3.5700915,9.461221,-0.21044292,0.26664248,-0.011148282,0.15917276,-0.12484369,-0.30161777,-14.75625,4.65,-27.018751
1763129347578,1.1563315,3.5700915,9.461221,-0.21044292,0.26664248,-0.011148282,0.15917276,-0.12484369,-0.30161777,-16.931252,5.8500004,-24.581251
1763129347580,1.1563315,3.5700915,9.461221,-0.0716239,-0.092546016,0.007177661,0.15917276,-0.12484369,-0.30161777,-16.931252,5.8500004,-24.581251
1763129347580,1.1563315,3.5700915,9.461221,-0.0716239,-0.092546016,0.007177661,0.1578397,-0.12513804,-0.30269802,-16.931252,5.8500004,-24.581251
1763129347581,1.1306087,3.5766716,9.381062,-0.0716239,-0.092546016,0.007177661,0.1578397,-0.12513804,-0.30269802,-16.931252,5.8500004,-24.581251
1763129347597,1.1306087,3.5766716,9.381062,-0.0716239,-0.092546016,0.007177661,0.1578397,-0.12513804,-0.30269802,-14.625001,5.3812504,-28.63125
1763129347600,1.1306087,3.5766716,9.381062,-0.0067195124,-0.10567961,0.048411034,0.1578397,-0.12513804,-0.30269802,-14.625001,5.3812504,-28.63125
1763129347601,1.1306087,3.5766716,9.381062,-0.0067195124,-0.10567961,0.048411034,0.15713672,-0.12580961,-0.30331266,-14.625001,5.3812504,-28.63125
1763129347602,1.2873386,3.6484563,9.075378,-0.0067195124,-0.10567961,0.048411034,0.15713672,-0.12580961,-0.30331266,-14.625001,5.3812504,-28.63125
1763129347619,1.2873386,3.6484563,9.075378,-0.0067195124,-0.10567961,0.048411034,0.15713672,-0.12580961,-0.30331266,-13.931251,5.8500004,-29.456251
1763129347622,1.2873386,3.6484563,9.075378,-0.0490219,-0.00962112,0.06169734,0.15713672,-0.12580961,-0.30331266,-13.931251,5.8500004,-29.456251
1763129347623,1.3076776,3.5796626,8.850452,-0.0490219,-0.00962112,0.06169734,0.15713672,-0.12580961,-0.30331266,-13.931251,5.8500004,-29.456251
1763129347638,1.3076776,3.5796626,8.850452,-0.0490219,-0.00962112,0.06169734,0.15713672,-0.12580961,-0.30331266,-15.225,5.08125,-28.575
1763129347642,1.3076776,3.5796626,8.850452,-0.12599087,-0.0025961753,0.048411034,0.15713672,-0.12580961,-0.30331266,-15.225,5.08125,-28.575
1763129347643,1.3076776,3.5796626,8.850452,-0.12599087,-0.0025961753,0.048411034,0.15655424,-0.12583303,-0.3028179,-15.225,5.08125,-28.575
1763129347644,1.3076776,3.5796626,8.850452,-0.12599087,-0.0025961753,0.048411034,0.15526897,-0.1255323,-0.3025153,-15.225,5.08125,-28.575
1763129347644,1.3459628,3.5784662,8.966505,-0.12599087,-0.0025961753,0.048411034,0.15526897,-0.1255323,-0.3025153,-15.225,5.08125,-28.575
1763129347657,1.3459628,3.5784662,8.966505,-0.12599087,-0.0025961753,0.048411034,0.15526897,-0.1255323,-0.3025153,-13.106251,6.20625,-28.406252
1763129347664,1.3459628,3.5784662,8.966505,-0.13988803,-0.11270455,-0.0035124724,0.15526897,-0.1255323,-0.3025153,-13.106251,6.20625,-28.406252
1763129347665,1.3459628,3.5784662,8.966505,-0.13988803,-0.11270455,-0.0035124724,0.15356115,-0.12617983,-0.30292162,-13.106251,6.20625,-28.406252
1763129347666,1.3483555,3.5001013,8.995817,-0.13988803,-0.11270455,-0.0035124724,0.15356115,-0.12617983,-0.30292162,-13.106251,6.20625,-28.406252
1763129347678,1.3483555,3.5001013,8.995817,-0.13988803,-0.11270455,-0.0035124724,0.15356115,-0.12617983,-0.30292162,-13.218751,6.9750004,-29.1
1763129347685,1.3483555,3.5001013,8.995817,-0.09758565,-0.14599667,-0.039553493,0.15356115,-0.12617983,-0.30292162,-13.218751,6.9750004,-29.1
1763129347686,1.3483555,3.5001013,8.995817,-0.09758565,-0.14599667,-0.039553493,0.15219128,-0.127221,-0.30369765,-13.218751,6.9750004,-29.1
1763129347687,1.3369896,3.519244,8.979067,-0.09758565,-0.14599667,-0.039553493,0.15219128,-0.127221,-0.30369765,-13.218751,6.9750004,-29.1
1763129347699,1.3369896,3.519244,8.979067,-0.09758565,-0.14599667,-0.039553493,0.15219128,-0.127221,-0.30369765,-12.712501,6.80625,-27.225
1763129347706,1.3369896,3.519244,8.979067,-0.05894845,-0.088269964,-0.01924224,0.15219128,-0.127221,-0.30369765,-12.712501,6.80625,-27.225
1763129347706,1.2167503,3.5306098,8.9348,-0.05894845,-0.088269964,-0.01924224,0.15219128,-0.127221,-0.30369765,-12.712501,6.80625,-27.225
1763129347719,1.2167503,3.5306098,8.9348,-0.05894845,-0.088269964,-0.01924224,0.1513658,-0.12785001,-0.3041319,-12.712501,6.80625,-27.225
1763129347720,1.2167503,3.5306098,8.9348,-0.05894845,-0.088269964,-0.01924224,0.1513658,-0.12785001,-0.3041319,-15.637501,6.4687505,-24.525002
1763129347728,1.2167503,3.5306098,8.9348,-0.068722285,-0.04046979,0.014202606,0.1513658,-0.12785001,-0.3041319,-15.637501,6.4687505,-24.525002
1763129347728,1.282553,3.4869409,8.919247,-0.068722285,-0.04046979,0.014202606,0.1513658,-0.12785001,-0.3041319,-15.637501,6.4687505,-24.525002
1763129347737,1.282553,3.4869409,8.919247,-0.068722285,-0.04046979,0.014202606,0.15056899,-0.1280109,-0.30420753,-15.637501,6.4687505,-24.525002
1763129347738,1.282553,3.4869409,8.919247,-0.068722285,-0.04046979,0.014202606,0.15056899,-0.1280109,-0.30420753,-12.900001,6.43125,-27.487501
