timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ,rotX,rotY,rotZ,magX,magY,magZ
1763129419638,-1.1742777,8.0817585,4.2352962,0.33704466,-0.68126696,0.20570871,0.43461597,-0.0023123457,-0.11804421,-3.15,-6.01875,-32.850002
1763129419645,-1.1742777,8.0817585,4.2352962,-0.58215415,-0.35384342,0.12232567,0.43461597,-0.0023123457,-0.11804421,-3.15,-6.01875,-32.850002
1763129419646,-0.05922236,7.629515,5.4957156,-0.58215415,-0.35384342,0.12232567,0.43461597,-0.0023123457,-0.11804421,-3.15,-6.01875,-32.850002
1763129419659,-0.05922236,7.629515,5.4957156,-0.58215415,-0.35384342,0.12232567,0.42914754,-0.0053752903,-0.11843374,-3.15,-6.01875,-32.850002
1763129419659,-0.05922236,7.629515,5.4957156,-0.58215415,-0.35384342,0.12232567,0.42914754,-0.0053752903,-0.11843374,-6.3562503,-7.55625,-32.325
1763129419667,-0.05922236,7.629515,5.4957156,-0.98853195,-0.015577052,0.056199558,0.42914754,-0.0053752903,-0.11843374,-6.3562503,-7.55625,-32.325
1763129419668,-0.4031906,7.4446692,6.6077795,-0.98853195,-0.015577052,0.056199558,0.42914754,-0.0053752903,-0.11843374,-6.3562503,-7.55625,-32.325
1763129419677,-0.4031906,7.4446692,6.6077795,-0.98853195,-0.015577052,0.056199558,0.4199794,-0.0046255267,-0.117672086,-6.3562503,-7.55625,-32.325
1763129419678,-0.4031906,7.4446692,6.6077795,-0.98853195,-0.015577052,0.056199558,0.4199794,-0.0046255267,-0.117672086,-5.71875,-5.9812503,-32.550003
1763129419687,-0.654437,7.3926253,7.09113,-0.98853195,-0.015577052,0.056199558,0.4199794,-0.0046255267,-0.117672086,-5.71875,-5.9812503,-32.550003
1763129419689,-0.654437,7.3926253,7.09113,-0.66523176,-0.015577052,0.044134982,0.4199794,-0.0046255267,-0.117672086,-5.71875,-5.9812503,-32.550003
1763129419697,-0.654437,7.3926253,7.09113,-0.66523176,-0.015577052,0.044134982,0.41364434,-0.004200952,-0.11717396,-5.71875,-5.9812503,-32.550003
1763129419698,-0.654437,7.3926253,7.09113,-0.66523176,-0.015577052,0.044134982,0.41364434,-0.004200952,-0.11717396,-4.70625,-6.6937504,-32.2125
1763129419710,-0.654437,7.3926253,7.09113,-0.09346231,-0.10583232,0.029779658,0.41364434,-0.004200952,-0.11717396,-4.70625,-6.6937504,-32.2125
1763129419712,-0.7704889,7.2442703,7.328019,-0.09346231,-0.10583232,0.029779658,0.41364434,-0.004200952,-0.11717396,-4.70625,-6.6937504,-32.2125
1763129419718,-0.7704889,7.2442703,7.328019,-0.09346231,-0.10583232,0.029779658,0.41252336,-0.0052476195,-0.117297895,-4.70625,-6.6937504,-32.2125
1763129419719,-0.7704889,7.2442703,7.328019,-0.09346231,-0.10583232,0.029779658,0.41252336,-0.0052476195,-0.117297895,-2.15625,-4.05,-35.49375
1763129419729,-0.7704889,7.2442703,7.328019,0.23884813,0.0051923506,0.031917684,0.41252336,-0.0052476195,-0.117297895,-2.15625,-4.05,-35.49375
1763129419730,-0.5491528,7.389036,6.5886374,0.23884813,0.0051923506,0.031917684,0.41252336,-0.0052476195,-0.117297895,-2.15625,-4.05,-35.49375
1763129419738,-0.5491528,7.389036,6.5886374,0.23884813,0.0051923506,0.031917684,0.414614,-0.0056497725,-0.11697245,-2.15625,-4.05,-35.49375
1763129419739,-0.5491528,7.389036,6.5886374,0.23884813,0.0051923506,0.031917684,0.414614,-0.0056497725,-0.11697245,-3.0937502,-4.5750003,-35.025
1763129419750,-0.5491528,7.389036,6.5886374,0.21349724,0.050090913,0.0024434591,0.414614,-0.0056497725,-0.11697245,-3.0937502,-4.5750003,-35.025
1763129419752,-0.5563313,7.414759,5.723632,0.21349724,0.050090913,0.0024434591,0.414614,-0.0056497725,-0.11697245,-3.0937502,-4.5750003,-35.025
1763129419757,-0.5563313,7.414759,5.723632,0.21349724,0.050090913,0.0024434591,0.41665795,-0.005483423,-0.116610765,-3.0937502,-4.5750003,-35.025
1763129419758,-0.5563313,7.414759,5.723632,0.21349724,0.050090913,0.0024434591,0.41665795,-0.005483423,-0.116610765,-0.22500001,-3.43125,-34.93125
1763129419771,-0.5563313,7.414759,5.723632,0.016187917,0.007177661,-0.025045456,0.41665795,-0.005483423,-0.116610765,-0.22500001,-3.43125,-34.93125
1763129419772,-0.72382885,7.5517483,5.2929235,0.016187917,0.007177661,-0.025045456,0.41665795,-0.005483423,-0.116610765,-0.22500001,-3.43125,-34.93125
1763129419778,-0.72382885,7.5517483,5.2929235,0.016187917,0.007177661,-0.025045456,0.4169413,-0.0053525907,-0.116672315,-0.22500001,-3.43125,-34.93125
1763129419779,-0.72382885,7.5517483,5.2929235,0.016187917,0.007177661,-0.025045456,0.4169413,-0.0053525907,-0.116672315,-1.0125,-4.1062503,-35.287502
1763129419792,-0.72382885,7.5517483,5.2929235,-0.20341797,-0.09483676,-0.064140804,0.4169413,-0.0053525907,-0.116672315,-1.0125,-4.1062503,-35.287502
1763129419794,-0.9667004,7.4141607,5.7637115,-0.20341797,-0.09483676,-0.064140804,0.4169413,-0.0053525907,-0.116672315,-1.0125,-4.1062503,-35.287502
1763129419798,-0.9667004,7.4141607,5.7637115,-0.20341797,-0.09483676,-0.064140804,0.4151325,-0.005722331,-0.11759396,-1.0125,-4.1062503,-35.287502
1763129419799,-0.9667004,7.4141607,5.7637115,-0.20341797,-0.09483676,-0.064140804,0.4151325,-0.005722331,-0.11759396,-1.03125,-3.7875001,-36.300003
1763129419814,-0.9667004,7.4141607,5.7637115,-0.32238388,-0.08353576,-0.06169734,0.4151325,-0.005722331,-0.11759396,-1.03125,-3.7875001,-36.300003
1763129419815,-1.1521441,7.068398,6.5772715,-0.32238388,-0.08353576,-0.06169734,0.4151325,-0.005722331,-0.11759396,-1.03125,-3.7875001,-36.300003
1763129419819,-1.1521441,7.068398,6.5772715,-0.32238388,-0.08353576,-0.06169734,0.4121216,-0.0058265077,-0.1185653,-1.03125,-3.7875001,-36.300003
1763129419820,-1.1521441,7.068398,6.5772715,-0.32238388,-0.08353576,-0.06169734,0.4121216,-0.0058265077,-0.1185653,-2.1000001,-5.15625,-35.34375
1763129419834,-1.2107682,6.9248285,6.9966135,-0.32238388,-0.08353576,-0.06169734,0.4121216,-0.0058265077,-0.1185653,-2.1000001,-5.15625,-35.34375
1763129419835,-1.2107682,6.9248285,6.9966135,-0.27107126,-0.06475167,6.108648E-4,0.4121216,-0.0058265077,-0.1185653,-2.1000001,-5.15625,-35.34375
1763129419837,-1.2107682,6.9248285,6.9966135,-0.27107126,-0.06475167,6.108648E-4,0.40943164,-0.006070832,-0.11898699,-2.1000001,-5.15625,-35.34375
1763129419838,-1.2107682,6.9248285,6.9966135,-0.27107126,-0.06475167,6.108648E-4,0.40943164,-0.006070832,-0.11898699,-3.7500002,-6.01875,-35.737503
1763129419855,-1.2107682,6.9248285,6.9966135,-0.11026109,-0.040775225,0.05497783,0.40943164,-0.006070832,-0.11898699,-3.7500002,-6.01875,-35.737503
1763129419856,-1.0588241,7.1545396,7.3064837,-0.11026109,-0.040775225,0.05497783,0.40943164,-0.006070832,-0.11898699,-3.7500002,-6.01875,-35.737503
1763129419858,-1.0588241,7.1545396,7.3064837,-0.11026109,-0.040775225,0.05497783,0.40820298,-0.006517054,-0.118832015,-3.7500002,-6.01875,-35.737503
1763129419858,-1.0588241,7.1545396,7.3064837,-0.11026109,-0.040775225,0.05497783,0.40820298,-0.006517054,-0.118832015,-2.9625,-5.3625,-35.831253
1763129419878,-1.0588241,7.1545396,7.3064837,0.01282816,0.060322896,0.040317077,0.40820298,-0.006517054,-0.118832015,-2.9625,-5.3625,-35.831253
1763129419879,-1.0588241,7.1545396,7.3064837,0.01282816,0.060322896,0.040317077,0.40824878,-0.0061147413,-0.11831089,-2.9625,-5.3625,-35.831253
1763129419879,-0.9487542,7.216753,6.8817577,0.01282816,0.060322896,0.040317077,0.40824878,-0.0061147413,-0.11831089,-2.9625,-5.3625,-35.831253
1763129419880,-0.9487542,7.216753,6.8817577,0.01282816,0.060322896,0.040317077,0.40824878,-0.0061147413,-0.11831089,-2.30625,-3.1312501,-35.943752
1763129419899,-0.9487542,7.216753,6.8817577,0.04780017,0.045203995,0.046425723,0.40824878,-0.0061147413,-0.11831089,-2.30625,-3.1312501,-35.943752
1763129419900,-0.9487542,7.216753,6.8817577,0.04780017,0.045203995,0.046425723,0.4086877,-0.005934149,-0.11773238,-2.30625,-3.1312501,-35.943752
1763129419900,-1.0606186,7.2466636,6.454639,0.04780017,0.045203995,0.046425723,0.4086877,-0.005934149,-0.11773238,-2.30625,-3.1312501,-35.943752
1763129419901,-1.0606186,7.2466636,6.454639,0.04780017,0.045203995,0.046425723,0.4086877,-0.005934149,-0.11773238,-5.9812503,-4.275,-33.693752
1763129419919,-1.0606186,7.2466636,6.454639,0.04780017,0.045203995,0.046425723,0.4089306,-0.006099077,-0.11699365,-5.9812503,-4.275,-33.693752
