timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ,rotX,rotY,rotZ,magX,magY,magZ
1763129423720,-0.6687939,6.704689,7.8759756,-0.09636392,-0.19226968,-0.0048869182,0.34711102,-0.020736134,-0.18470128,-7.0875,-2.79375,-35.925003
1763129423721,-0.6687939,6.704689,7.8759756,0.1273653,-0.1791361,-0.068416856,0.34711102,-0.020736134,-0.18470128,-7.0875,-2.79375,-35.925003
1763129423722,-0.3894319,6.282356,8.095517,0.1273653,-0.1791361,-0.068416856,0.34711102,-0.020736134,-0.18470128,-7.0875,-2.79375,-35.925003
1763129423722,-0.3894319,6.282356,8.095517,0.1273653,-0.1791361,-0.068416856,0.34790757,-0.022692412,-0.185446,-7.0875,-2.79375,-35.925003
1763129423737,-0.3894319,6.282356,8.095517,0.1273653,-0.1791361,-0.068416856,0.34790757,-0.022692412,-0.185446,-7.8375,-2.15625,-34.95
1763129423739,-0.3894319,6.282356,8.095517,0.09300416,-0.01802051,-0.06475167,0.34790757,-0.022692412,-0.185446,-7.8375,-2.15625,-34.95
1763129423739,-0.3894319,6.282356,8.095517,0.09300416,-0.01802051,-0.06475167,0.34785354,-0.023282247,-0.18537082,-7.8375,-2.15625,-34.95
1763129423740,-0.94396853,6.3397837,7.722835,0.09300416,-0.01802051,-0.06475167,0.34785354,-0.023282247,-0.18537082,-7.8375,-2.15625,-34.95
1763129423758,-0.94396853,6.3397837,7.722835,0.09300416,-0.01802051,-0.06475167,0.34785354,-0.023282247,-0.18537082,-10.275001,-4.6312504,-33.80625
1763129423759,-0.94396853,6.3397837,7.722835,0.09300416,-0.01802051,-0.06475167,0.34810108,-0.023021616,-0.18556215,-10.275001,-4.6312504,-33.80625
1763129423760,-0.94396853,6.3397837,7.722835,0.053908817,0.029779658,0.0013744457,0.34810108,-0.023021616,-0.18556215,-10.275001,-4.6312504,-33.80625
1763129423760,-0.9559326,6.3326054,7.623533,0.053908817,0.029779658,0.0013744457,0.34810108,-0.023021616,-0.18556215,-10.275001,-4.6312504,-33.80625
1763129423778,-0.9559326,6.3326054,7.623533,0.053908817,0.029779658,0.0013744457,0.34810108,-0.023021616,-0.18556215,-5.7000003,-3.5812502,-34.237503
1763129423781,-0.9559326,6.3326054,7.623533,0.08735366,0.017409647,0.013133593,0.34810108,-0.023021616,-0.18556215,-5.7000003,-3.5812502,-34.237503
1763129423782,-0.74177504,6.439684,7.615158,0.08735366,0.017409647,0.013133593,0.34810108,-0.023021616,-0.18556215,-5.7000003,-3.5812502,-34.237503
1763129423798,-0.74177504,6.439684,7.615158,0.08735366,0.017409647,0.013133593,0.34810108,-0.023021616,-0.18556215,-5.30625,-1.2375001,-35.193752
1763129423801,-0.74177504,6.439684,7.615158,0.12812889,0.010995566,-0.010995566,0.34810108,-0.023021616,-0.18556215,-5.30625,-1.2375001,-35.193752
1763129423802,-0.74177504,6.439684,7.615158,0.12812889,0.010995566,-0.010995566,0.34893686,-0.023053315,-0.1853876,-5.30625,-1.2375001,-35.193752
1763129423803,-0.74177504,6.439684,7.615158,0.12812889,0.010995566,-0.010995566,0.35016617,-0.023168502,-0.18537581,-5.30625,-1.2375001,-35.193752
1763129423804,-0.7800602,6.3601227,7.2969127,0.12812889,0.010995566,-0.010995566,0.35016617,-0.023168502,-0.18537581,-5.30625,-1.2375001,-35.193752
1763129423818,-0.7800602,6.3601227,7.2969127,0.12812889,0.010995566,-0.010995566,0.35016617,-0.023168502,-0.18537581,-7.6125,-3.8437502,-32.30625
1763129423823,-0.7800602,6.3601227,7.2969127,0.082161315,-0.010690134,-0.028405212,0.35016617,-0.023168502,-0.18537581,-7.6125,-3.8437502,-32.30625
1763129423824,-0.7800602,6.3601227,7.2969127,0.082161315,-0.010690134,-0.028405212,0.350948,-0.023333192,-0.18563113,-7.6125,-3.8437502,-32.30625
1763129423825,-0.9302098,6.1513486,7.1078796,0.082161315,-0.010690134,-0.028405212,0.350948,-0.023333192,-0.18563113,-7.6125,-3.8437502,-32.30625
1763129423837,-0.9302098,6.1513486,7.1078796,0.082161315,-0.010690134,-0.028405212,0.350948,-0.023333192,-0.18563113,-5.15625,-2.1750002,-34.612503
