timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ,rotX,rotY,rotZ,magX,magY,magZ
1763129362862,-1.8364913,7.033104,5.977271,-0.016493348,-0.4251619,-0.023823727,0.41486594,0.06701019,-0.047705814,2.23125,-2.71875,-35.925003
1763129362863,-1.8364913,7.033104,5.977271,-0.016493348,-0.4251619,-0.023823727,0.41450536,0.06312495,-0.049898136,2.23125,-2.71875,-35.925003
1763129362864,-1.8646071,7.0097737,6.052047,-0.016493348,-0.4251619,-0.023823727,0.41450536,0.06312495,-0.049898136,2.23125,-2.71875,-35.925003
1763129362894,-1.8646071,7.0097737,6.052047,-0.016493348,-0.4251619,-0.023823727,0.41450536,0.06312495,-0.049898136,-1.03125,-4.0875,-33.1875
1763129362895,-1.8646071,7.0097737,6.052047,0.01970039,-0.53343767,6.108648E-4,0.41450536,0.06312495,-0.049898136,-1.03125,-4.0875,-33.1875
1763129362896,-1.8646071,7.0097737,6.052047,0.01970039,-0.53343767,6.108648E-4,0.4144168,0.058142066,-0.052281473,-1.03125,-4.0875,-33.1875
1763129362897,-1.6139588,6.9009004,6.358328,0.01970039,-0.53343767,6.108648E-4,0.4144168,0.058142066,-0.052281473,-1.03125,-4.0875,-33.1875
1763129362898,-1.6139588,6.9009004,6.358328,0.01970039,-0.53343767,6.108648E-4,0.4144168,0.058142066,-0.052281473,2.5687501,-1.0125,-34.443752
1763129362904,-1.6139588,6.9009004,6.358328,-0.053450666,-0.4149299,0.01847866,0.4144168,0.058142066,-0.052281473,2.5687501,-1.0125,-34.443752
1763129362904,-1.6139588,6.9009004,6.358328,-0.053450666,-0.4149299,0.01847866,0.41363552,0.054172616,-0.0539748,2.5687501,-1.0125,-34.443752
1763129362905,-1.3722838,7.018747,6.6711893,-0.053450666,-0.4149299,0.01847866,0.41363552,0.054172616,-0.0539748,2.5687501,-1.0125,-34.443752
1763129362918,-1.3722838,7.018747,6.6711893,-0.053450666,-0.4149299,0.01847866,0.41363552,0.054172616,-0.0539748,-0.69375,-6.1125,-34.068752
1763129362925,-1.3722838,7.018747,6.6711893,-0.10522146,-0.25977024,0.016340632,0.41363552,0.054172616,-0.0539748,-0.69375,-6.1125,-34.068752
1763129362926,-1.3722838,7.018747,6.6711893,-0.10522146,-0.25977024,0.016340632,0.41240776,0.051687304,-0.05490423,-0.69375,-6.1125,-34.068752
1763129362926,-1.3016955,7.0875406,6.532406,-0.10522146,-0.25977024,0.016340632,0.41240776,0.051687304,-0.05490423,-0.69375,-6.1125,-34.068752
1763129362939,-1.3016955,7.0875406,6.532406,-0.10522146,-0.25977024,0.016340632,0.41240776,0.051687304,-0.05490423,0.73125005,-3.05625,-34.912502
1763129362946,-1.3016955,7.0875406,6.532406,-0.08460477,-0.3188714,0.0013744457,0.41240776,0.051687304,-0.05490423,0.73125005,-3.05625,-34.912502
1763129362948,-1.422533,7.274181,6.3278193,-0.08460477,-0.3188714,0.0013744457,0.41240776,0.051687304,-0.05490423,0.73125005,-3.05625,-34.912502
1763129362958,-1.422533,7.274181,6.3278193,-0.08460477,-0.3188714,0.0013744457,0.4113701,0.0486889,-0.056228146,0.73125005,-3.05625,-34.912502
1763129362959,-1.422533,7.274181,6.3278193,-0.08460477,-0.3188714,0.0013744457,0.4113701,0.0486889,-0.056228146,0.26250002,-3.9750001,-35.86875
